CustomerID,CustomerName,Gender,Age,City,State,Region,JoinDate,Segment
CUST00303,Naksh Sanghvi,Male,49,Guwahati,Assam,East,2022-06-10,Retail
CUST00304,Maanav Contractor,Male,59,Hyderabad,Telangana,South,2021-06-06,Retail
CUST00305,Frederick Sharma,Male,60,Bengaluru,Karnataka,South,2023-12-28,Retail
CUST00306,Chanchal Sarkar,Female,59,Kolkata,West Bengal,East,2024-01-25,Retail
CUST00307,Urmi Rattan,Female,59,Nagpur,Maharashtra,West,2022-02-22,Retail
CUST00308,Mohammed Nori,Male,34,Indore,Madhya Pradesh,Central,2020-04-30,Retail
CUST00309,Balvan Uppal,Male,42,Patna,Bihar,East,2022-10-19,Premium
CUST00310,Priya Panchal,Female,27,Patna,Bihar,East,2023-05-13,Retail
CUST00311,Kamya Chauhan,Female,44,Bengaluru,Karnataka,South,2019-11-17,Corporate
CUST00312,Harini Dua,Female,26,Ahmedabad,Gujarat,West,2023-07-24,Premium
CUST00313,Gaurang Tak,Male,27,Patna,Bihar,East,2021-10-13,Premium
CUST00314,Ojasvi Mutti,Female,56,Delhi,Delhi,North,2019-11-27,Retail
CUST00315,Vrinda Sathe,Female,47,Surat,Gujarat,West,2022-10-15,Retail
CUST00316,Baghyawati Pandey,Female,39,Pune,Maharashtra,West,2022-01-16,Retail
CUST00317,Vedhika Seth,Female,57,Surat,Gujarat,West,2019-03-24,Retail
CUST00318,Luke Bose,Male,35,Guwahati,Assam,East,2022-11-13,Premium
CUST00319,Yashica Rajagopalan,Female,44,Indore,Madhya Pradesh,Central,2021-10-10,Retail
CUST00320,Varenya Guha,Female,35,Bhopal,Madhya Pradesh,Central,2020-12-05,Premium
CUST00321,Zashil Dora,Male,63,Raipur,Chhattisgarh,Central,2024-09-29,Premium
CUST00322,Dalaja Oza,Female,32,Mumbai,Maharashtra,West,2024-11-22,Retail
CUST00323,Yashawini Gera,Female,43,Hyderabad,Telangana,South,2019-03-27,Retail
CUST00324,Theodore Viswanathan,Male,63,Bhopal,Madhya Pradesh,Central,2022-02-19,Retail
CUST00325,Qabil Pradhan,Male,26,Mumbai,Maharashtra,West,2024-07-04,Premium
CUST00326,Samarth Nigam,Male,47,Kolkata,West Bengal,East,2023-01-27,Retail
CUST00327,Oliver Bhatti,Male,40,Kochi,Kerala,South,2020-12-23,Premium
CUST00328,Lucky Krishnan,Male,30,Pune,Maharashtra,West,2023-05-05,Retail
CUST00329,Ojas Bumb,Male,38,Ahmedabad,Gujarat,West,2022-06-30,Retail
CUST00330,Pushti Mukherjee,Female,59,Guwahati,Assam,East,2024-10-21,Retail
CUST00331,Eiravati Chad,Female,53,Lucknow,Uttar Pradesh,North,2020-11-09,Retail
CUST00332,Omya Datta,Female,39,Surat,Gujarat,West,2023-01-08,Retail
CUST00333,Udyati Trivedi,Female,63,Nagpur,Maharashtra,West,2021-03-03,Retail
CUST00334,Mohammed Gole,Male,59,Kolkata,West Bengal,East,2024-09-15,Retail
CUST00335,Xavier Handa,Male,34,Chennai,Tamil Nadu,South,2020-05-11,Premium
CUST00336,Garima Brahmbhatt,Female,41,Chennai,Tamil Nadu,South,2020-10-10,Retail
CUST00337,Yashica Zacharia,Female,32,Patna,Bihar,East,2024-01-04,Retail
CUST00338,Om Deep,Male,56,Nagpur,Maharashtra,West,2022-08-01,Premium
CUST00339,Gautami Golla,Female,46,Ahmedabad,Gujarat,West,2023-12-27,Premium
CUST00340,Theodore Bassi,Male,22,Patna,Bihar,East,2021-06-19,Retail
CUST00341,Tristan Mane,Male,57,Hyderabad,Telangana,South,2023-07-07,Retail
CUST00342,Kamala Walla,Female,39,Patna,Bihar,East,2020-06-08,Retail
CUST00343,Gunbir Pillai,Male,31,Hyderabad,Telangana,South,2023-01-26,Premium
CUST00344,Vedhika Manda,Female,26,Kochi,Kerala,South,2023-09-01,Retail
CUST00345,Faris Iyengar,Male,48,Chandigarh,Punjab,North,2023-10-22,Retail
CUST00346,Jeremiah Ben,Male,40,Kolkata,West Bengal,East,2022-11-05,Premium
CUST00347,Charan Varty,Male,31,Hyderabad,Telangana,South,2024-02-08,Retail
CUST00348,Benjamin Dyal,Male,53,Nagpur,Maharashtra,West,2020-08-20,Retail
CUST00349,Urmi Chand,Female,62,Kochi,Kerala,South,2024-09-04,Premium
CUST00350,Umang Palla,Male,30,Surat,Gujarat,West,2024-07-31,Retail
CUST00351,Avi Randhawa,Male,30,Raipur,Chhattisgarh,Central,2022-01-04,Premium
CUST00352,Reyansh Bumb,Male,61,Jaipur,Rajasthan,North,2021-04-01,Retail
CUST00353,Odika Chaudhary,Female,62,Bhopal,Madhya Pradesh,Central,2024-01-13,Retail
CUST00354,Eta Devan,Female,30,Hyderabad,Telangana,South,2019-03-25,Retail
CUST00355,Ekiya Singh,Female,61,Bhubaneswar,Odisha,East,2021-09-09,Retail
CUST00356,Chaaya Bahl,Female,24,Bhopal,Madhya Pradesh,Central,2020-07-14,Retail
CUST00357,Siddharth Choudhry,Male,50,Chennai,Tamil Nadu,South,2023-08-28,Retail
CUST00358,Matthew Dara,Male,39,Kochi,Kerala,South,2019-04-15,Retail
CUST00359,Veer Bhatnagar,Male,59,Raipur,Chhattisgarh,Central,2019-08-31,Retail
CUST00360,Adweta Varma,Female,56,Bhopal,Madhya Pradesh,Central,2022-06-13,Corporate
CUST00361,Madhav Sanghvi,Male,57,Bhubaneswar,Odisha,East,2019-01-04,Retail
CUST00362,Kavya Saha,Female,51,Raipur,Chhattisgarh,Central,2020-02-15,Retail
CUST00363,Pranit Bir,Male,27,Bhubaneswar,Odisha,East,2024-09-19,Premium
CUST00364,Saumya Singhal,Female,53,Ahmedabad,Gujarat,West,2019-04-06,Retail
CUST00365,Rachit Kulkarni,Male,49,Chandigarh,Punjab,North,2023-06-26,Corporate
CUST00366,Bahadurjit Pai,Male,44,Kochi,Kerala,South,2020-06-12,Premium
CUST00367,Osha Deol,Female,42,Patna,Bihar,East,2019-04-08,Retail
CUST00368,Gagan Shetty,Male,25,Hyderabad,Telangana,South,2024-11-18,Retail
CUST00369,Hemani Deshmukh,Female,37,Chennai,Tamil Nadu,South,2019-05-19,Premium
CUST00370,Andrew Memon,Male,26,Hyderabad,Telangana,South,2020-03-17,Retail
CUST00371,Ansh Mutti,Male,40,Kochi,Kerala,South,2024-08-07,Corporate
CUST00372,Vritti Kulkarni,Female,59,Delhi,Delhi,North,2019-03-22,Premium
CUST00373,Luke Parikh,Male,56,Chennai,Tamil Nadu,South,2024-03-03,Retail
CUST00374,Oni Mahajan,Female,63,Delhi,Delhi,North,2019-09-30,Premium
CUST00375,Tejas Ratta,Male,53,Patna,Bihar,East,2023-06-17,Retail
CUST00376,Pallavi Grover,Female,32,Chennai,Tamil Nadu,South,2021-12-23,Corporate
CUST00377,Raksha Venkataraman,Female,33,Guwahati,Assam,East,2020-08-07,Retail
CUST00378,Simon Brar,Male,25,Delhi,Delhi,North,2021-08-01,Retail
CUST00379,Manan Nagi,Male,55,Nagpur,Maharashtra,West,2019-08-13,Premium
CUST00380,Manbir Mohan,Male,60,Hyderabad,Telangana,South,2021-09-04,Retail
CUST00381,Geetika Sawhney,Female,31,Delhi,Delhi,North,2021-02-09,Retail
CUST00382,Patrick Saran,Male,23,Bhubaneswar,Odisha,East,2020-08-24,Retail
CUST00383,Baljiwan Ravi,Male,60,Bhubaneswar,Odisha,East,2021-03-07,Retail
CUST00384,Amruta Dhar,Female,55,Chandigarh,Punjab,North,2024-02-03,Retail
CUST00385,Anika Date,Female,44,Lucknow,Uttar Pradesh,North,2019-05-28,Retail
CUST00386,Radhika Rajagopal,Female,39,Bhubaneswar,Odisha,East,2024-09-11,Premium
CUST00387,Ganga Sengupta,Female,33,Jaipur,Rajasthan,North,2024-09-09,Premium
CUST00388,Tristan Bose,Male,24,Bengaluru,Karnataka,South,2022-06-11,Retail
CUST00389,Sneha Murthy,Female,27,Indore,Madhya Pradesh,Central,2022-11-24,Premium
CUST00390,Dakshesh Bal,Male,26,Chennai,Tamil Nadu,South,2023-05-31,Premium
CUST00391,Yochana Ram,Female,53,Bhubaneswar,Odisha,East,2024-06-24,Retail
CUST00392,Lekha Lad,Female,35,Ahmedabad,Gujarat,West,2023-03-23,Premium
CUST00393,Mekhala Swaminathan,Female,47,Mumbai,Maharashtra,West,2020-03-14,Retail
CUST00394,Bina Seth,Female,45,Chandigarh,Punjab,North,2020-01-14,Corporate
CUST00395,Chameli Nagarajan,Female,22,Chandigarh,Punjab,North,2023-01-03,Retail
CUST00396,Maanav Mital,Male,30,Hyderabad,Telangana,South,2024-02-09,Retail
CUST00397,Radhika Trivedi,Female,65,Guwahati,Assam,East,2020-05-06,Premium
CUST00398,Ekiya Khalsa,Female,60,Bhubaneswar,Odisha,East,2023-09-28,Retail
CUST00399,Pranit Pillay,Male,37,Mumbai,Maharashtra,West,2021-10-21,Retail
CUST00400,Caleb Bhatti,Male,59,Indore,Madhya Pradesh,Central,2020-11-08,Retail
CUST00401,Samesh Rout,Male,36,Chennai,Tamil Nadu,South,2023-12-09,Retail
CUST00402,Dev Nadig,Male,47,Chandigarh,Punjab,North,2022-11-08,Retail
CUST00403,Vidhi Varughese,Female,28,Ahmedabad,Gujarat,West,2021-01-24,Premium
CUST00404,Eiravati Sant,Female,55,Raipur,Chhattisgarh,Central,2022-01-06,Retail
CUST00405,David Vasa,Male,39,Delhi,Delhi,North,2019-12-02,Retail
CUST00406,Gaurika Naidu,Female,57,Chandigarh,Punjab,North,2024-08-10,Retail
CUST00407,Oscar Venkataraman,Male,44,Nagpur,Maharashtra,West,2024-05-14,Retail
CUST00408,Jeremiah Hegde,Male,51,Kolkata,West Bengal,East,2022-10-23,Retail
CUST00409,Edhitha Mitter,Female,37,Kochi,Kerala,South,2022-09-08,Premium
CUST00410,Yashasvi Ganguly,Female,43,Ahmedabad,Gujarat,West,2022-07-20,Retail
CUST00411,Frederick Nazareth,Male,42,Bhopal,Madhya Pradesh,Central,2024-01-20,Retail
CUST00412,Amrita Bumb,Female,42,Indore,Madhya Pradesh,Central,2019-04-10,Premium
CUST00413,Henry Saha,Male,65,Bhubaneswar,Odisha,East,2022-09-16,Retail
CUST00414,Yuvraj Mann,Male,25,Delhi,Delhi,North,2022-11-07,Premium
CUST00415,Warhi Konda,Female,39,Pune,Maharashtra,West,2023-10-30,Retail
CUST00416,Manthan Setty,Male,41,Pune,Maharashtra,West,2019-06-09,Corporate
CUST00417,Gaurangi Sarraf,Female,51,Indore,Madhya Pradesh,Central,2021-06-29,Retail
CUST00418,Harsh Oak,Male,43,Chennai,Tamil Nadu,South,2022-08-22,Premium
CUST00419,Nathaniel Pai,Male,38,Hyderabad,Telangana,South,2024-11-07,Retail
CUST00420,Reva Varma,Female,46,Patna,Bihar,East,2022-05-15,Premium
CUST00421,Kavya Shukla,Female,32,Hyderabad,Telangana,South,2019-09-26,Retail
CUST00422,Krishna Dhaliwal,Female,54,Kochi,Kerala,South,2019-08-01,Retail
CUST00423,Rehaan Sahota,Male,26,Patna,Bihar,East,2020-06-27,Retail
CUST00424,Nihal Munshi,Male,39,Indore,Madhya Pradesh,Central,2020-02-20,Retail
CUST00425,Zaid Varma,Male,63,Hyderabad,Telangana,South,2021-10-19,Retail
CUST00426,Yadavi Bajaj,Female,48,Raipur,Chhattisgarh,Central,2019-07-17,Retail
CUST00427,Yashawini Shankar,Female,49,Kochi,Kerala,South,2024-10-19,Retail
CUST00428,Qushi Bava,Female,48,Raipur,Chhattisgarh,Central,2019-04-21,Retail
CUST00429,Wahab Mangal,Male,63,Ahmedabad,Gujarat,West,2022-03-21,Retail
CUST00430,Upasna Desai,Female,64,Nagpur,Maharashtra,West,2024-04-17,Retail
CUST00431,Saksham Pau,Male,59,Delhi,Delhi,North,2019-04-10,Retail
CUST00432,Indali Patil,Female,29,Pune,Maharashtra,West,2022-04-27,Retail
CUST00433,Sanya Thaman,Female,45,Kochi,Kerala,South,2021-09-13,Corporate
CUST00434,Daniel Dave,Male,30,Raipur,Chhattisgarh,Central,2024-11-06,Retail
CUST00435,Ridhi Nori,Female,49,Kochi,Kerala,South,2022-05-07,Premium
CUST00436,Ekbal Issac,Male,44,Nagpur,Maharashtra,West,2022-08-12,Retail
CUST00437,Yamini Baria,Female,28,Chandigarh,Punjab,North,2019-04-10,Retail
CUST00438,Ojas Som,Male,54,Guwahati,Assam,East,2022-02-11,Retail
CUST00439,Ekaraj Narang,Male,37,Bengaluru,Karnataka,South,2024-08-02,Premium
CUST00440,Finn Ramaswamy,Male,39,Raipur,Chhattisgarh,Central,2024-12-10,Retail
CUST00441,Pahal Tripathi,Female,28,Lucknow,Uttar Pradesh,North,2023-12-20,Retail
CUST00442,Mason Soman,Male,32,Bhubaneswar,Odisha,East,2023-11-23,Premium
CUST00443,Oni Choudhary,Female,64,Ahmedabad,Gujarat,West,2024-11-16,Corporate
CUST00444,Amara Som,Female,25,Kochi,Kerala,South,2020-08-04,Retail
CUST00445,Ati Srinivasan,Female,31,Chennai,Tamil Nadu,South,2020-01-09,Premium
CUST00446,Ethan Kibe,Male,53,Kochi,Kerala,South,2019-03-11,Retail
CUST00447,Girish Bahl,Male,36,Delhi,Delhi,North,2021-08-24,Premium
CUST00448,Faqid Sachar,Male,56,Kochi,Kerala,South,2023-02-21,Retail
CUST00449,Yamini Sinha,Female,29,Indore,Madhya Pradesh,Central,2024-03-27,Retail
CUST00450,Ekapad Venkataraman,Male,40,Ahmedabad,Gujarat,West,2020-03-30,Retail
CUST00451,Waida Vora,Female,47,Nagpur,Maharashtra,West,2021-04-05,Premium
CUST00452,Victor Walia,Male,41,Delhi,Delhi,North,2021-01-20,Retail
CUST00453,Libni Sule,Female,64,Bhubaneswar,Odisha,East,2020-02-26,Retail
CUST00454,Liam Misra,Male,61,Indore,Madhya Pradesh,Central,2020-05-07,Retail
CUST00455,Maanas Johal,Male,53,Patna,Bihar,East,2023-02-21,Premium
CUST00456,Nathan Srinivasan,Male,54,Surat,Gujarat,West,2021-02-03,Retail
CUST00457,Maanas Dara,Male,41,Jaipur,Rajasthan,North,2022-06-10,Corporate
CUST00458,Rudra Pai,Male,54,Kochi,Kerala,South,2024-09-22,Premium
CUST00459,Maanav Basak,Male,33,Bengaluru,Karnataka,South,2020-09-22,Retail
CUST00460,Prisha Sathe,Female,61,Delhi,Delhi,North,2022-12-08,Retail
CUST00461,Hredhaan Jaggi,Male,62,Nagpur,Maharashtra,West,2023-12-20,Retail
CUST00462,Laban Devan,Male,63,Jaipur,Rajasthan,North,2019-08-28,Retail
CUST00463,Keya Bedi,Female,23,Bhopal,Madhya Pradesh,Central,2023-01-07,Premium
CUST00464,Jackson Ben,Male,23,Ahmedabad,Gujarat,West,2019-08-08,Corporate
CUST00465,Vrishti Chaudhry,Female,57,Lucknow,Uttar Pradesh,North,2023-02-01,Retail
CUST00466,Aarnav Dugar,Male,61,Guwahati,Assam,East,2021-06-10,Retail
CUST00467,Waida Iyengar,Female,36,Guwahati,Assam,East,2023-07-15,Premium
CUST00468,Oeshi Mangal,Female,50,Chennai,Tamil Nadu,South,2022-11-16,Retail
CUST00469,Jack Warrior,Male,49,Jaipur,Rajasthan,North,2023-06-07,Retail
CUST00470,Harita Sahni,Female,42,Lucknow,Uttar Pradesh,North,2024-04-16,Retail
CUST00471,Anita Ranganathan,Female,43,Hyderabad,Telangana,South,2023-09-23,Corporate
CUST00472,Maanav Barad,Male,53,Kochi,Kerala,South,2019-01-21,Retail
CUST00473,Oviya Mane,Female,50,Chandigarh,Punjab,North,2021-09-22,Retail
CUST00474,Ekani Thaman,Female,30,Chandigarh,Punjab,North,2021-10-22,Retail
CUST00475,Dayita Narayanan,Female,60,Kolkata,West Bengal,East,2019-12-23,Retail
CUST00476,Kabir Grewal,Male,57,Hyderabad,Telangana,South,2019-01-31,Premium
CUST00477,Manbir Hans,Male,52,Jaipur,Rajasthan,North,2020-01-20,Corporate
CUST00478,Unni Varma,Female,40,Guwahati,Assam,East,2020-12-19,Retail
CUST00479,Champak Goyal,Male,53,Kolkata,West Bengal,East,2024-11-20,Retail
CUST00480,Neel Kothari,Male,58,Lucknow,Uttar Pradesh,North,2019-01-15,Retail
CUST00481,Jacob Sekhon,Male,52,Chennai,Tamil Nadu,South,2023-07-10,Retail
CUST00482,Nidhi Apte,Female,55,Chennai,Tamil Nadu,South,2020-07-27,Retail
CUST00483,Jacob Bhatia,Male,29,Patna,Bihar,East,2023-01-03,Premium
CUST00484,Nikita Dutta,Female,44,Kolkata,West Bengal,East,2021-06-07,Retail
CUST00485,Daniel Merchant,Male,56,Bhopal,Madhya Pradesh,Central,2021-03-16,Retail
CUST00486,Januja Deol,Female,45,Ahmedabad,Gujarat,West,2021-11-13,Retail
CUST00487,Ridhi Sagar,Female,64,Raipur,Chhattisgarh,Central,2023-03-18,Retail
CUST00488,Ikbal Kota,Male,46,Surat,Gujarat,West,2023-01-30,Retail
CUST00489,Zansi Sekhon,Female,44,Indore,Madhya Pradesh,Central,2022-03-03,Premium
CUST00490,Balvan Choudhury,Male,53,Raipur,Chhattisgarh,Central,2019-05-16,Retail
CUST00491,Falan Gala,Male,23,Pune,Maharashtra,West,2020-12-19,Retail
CUST00492,Devika Jha,Female,54,Guwahati,Assam,East,2023-04-20,Retail
CUST00493,Chakradev Uppal,Male,60,Hyderabad,Telangana,South,2021-09-03,Retail
CUST00494,Vasana Deo,Female,40,Raipur,Chhattisgarh,Central,2022-01-29,Retail
CUST00495,Barkha Shere,Female,40,Bhopal,Madhya Pradesh,Central,2023-01-14,Retail
CUST00496,Advay Randhawa,Male,42,Kochi,Kerala,South,2020-07-11,Retail
CUST00497,Janani Bora,Female,40,Bhopal,Madhya Pradesh,Central,2019-04-10,Premium
CUST00498,Azad Bhasin,Male,51,Raipur,Chhattisgarh,Central,2024-08-09,Retail
CUST00499,Warinder Balay,Male,58,Pune,Maharashtra,West,2020-09-21,Retail
CUST00500,Ekanta Salvi,Female,64,Delhi,Delhi,North,2021-03-31,Retail
CUST00501,Udarsh Purohit,Male,22,Lucknow,Uttar Pradesh,North,2021-04-03,Retail
CUST00502,Priya Dani,Female,47,Delhi,Delhi,North,2020-01-27,Retail
CUST00503,Zarna Datta,Female,60,Nagpur,Maharashtra,West,2023-05-14,Corporate
CUST00504,Aarav Bajaj,Male,54,Delhi,Delhi,North,2024-11-13,Retail
CUST00505,Unnati Wali,Female,54,Guwahati,Assam,East,2021-04-10,Retail
CUST00506,Jatin Sharma,Male,55,Bhubaneswar,Odisha,East,2021-01-28,Retail
CUST00507,Ijaya Chowdhury,Female,60,Bengaluru,Karnataka,South,2019-03-12,Retail
CUST00508,Abhiram Khosla,Male,56,Bengaluru,Karnataka,South,2020-03-27,Retail
CUST00509,Anika Sekhon,Female,34,Chennai,Tamil Nadu,South,2022-08-02,Retail
CUST00510,Krisha Basu,Female,51,Hyderabad,Telangana,South,2021-05-31,Retail
CUST00511,Janani Bhalla,Female,28,Chennai,Tamil Nadu,South,2019-11-04,Retail
CUST00512,Kamala Nagar,Female,43,Kolkata,West Bengal,East,2022-06-19,Corporate
CUST00513,Jagat Mittal,Male,23,Chennai,Tamil Nadu,South,2024-04-03,Retail
CUST00514,Samuel Mital,Male,49,Kochi,Kerala,South,2020-08-25,Retail
CUST00515,Unni Tandon,Female,33,Lucknow,Uttar Pradesh,North,2019-04-13,Premium
CUST00516,Sai Vohra,Female,65,Indore,Madhya Pradesh,Central,2020-11-29,Retail
CUST00517,Samarth Dixit,Male,58,Raipur,Chhattisgarh,Central,2020-10-19,Retail
CUST00518,Warjas Khosla,Male,35,Nagpur,Maharashtra,West,2024-02-04,Retail
CUST00519,Ekbal Sheth,Male,47,Surat,Gujarat,West,2024-06-27,Retail
CUST00520,Turvi Wagle,Female,64,Surat,Gujarat,West,2019-10-21,Premium
CUST00521,Joshua Jani,Male,31,Indore,Madhya Pradesh,Central,2020-12-24,Retail
CUST00522,Varenya Prabhakar,Female,62,Guwahati,Assam,East,2019-07-22,Retail
CUST00523,Ati Loyal,Female,39,Hyderabad,Telangana,South,2021-04-06,Retail
CUST00524,Balhaar Guha,Male,35,Bhopal,Madhya Pradesh,Central,2023-10-29,Retail
CUST00525,Wriddhish Joshi,Male,47,Jaipur,Rajasthan,North,2024-03-20,Premium
CUST00526,Max Aurora,Male,46,Pune,Maharashtra,West,2020-04-09,Premium
CUST00527,Daniel Srinivas,Male,23,Chennai,Tamil Nadu,South,2024-06-26,Retail
CUST00528,Rushil Khatri,Male,39,Hyderabad,Telangana,South,2022-04-24,Retail
CUST00529,Sachi Shukla,Female,53,Delhi,Delhi,North,2022-03-15,Retail
CUST00530,Mitesh Lal,Male,42,Surat,Gujarat,West,2021-02-26,Retail
CUST00531,Vidhi Chaudhari,Female,32,Bengaluru,Karnataka,South,2023-10-25,Retail
CUST00532,Odika Jani,Female,57,Chennai,Tamil Nadu,South,2021-03-23,Retail
CUST00533,Arin Kant,Male,60,Jaipur,Rajasthan,North,2023-06-13,Premium
CUST00534,Leena Sahni,Female,53,Patna,Bihar,East,2020-10-08,Retail
CUST00535,Omya Karpe,Female,32,Surat,Gujarat,West,2021-04-12,Corporate
CUST00536,Yahvi Nazareth,Female,36,Hyderabad,Telangana,South,2020-07-17,Retail
CUST00537,Xalak Sharma,Female,49,Chandigarh,Punjab,North,2020-01-04,Premium
CUST00538,Hamsini Dey,Female,58,Chennai,Tamil Nadu,South,2023-04-28,Premium
CUST00539,George Bhargava,Male,62,Bengaluru,Karnataka,South,2022-02-21,Retail
CUST00540,Arjun Ahuja,Male,63,Pune,Maharashtra,West,2021-06-22,Retail
CUST00541,Bhavna Dora,Female,46,Jaipur,Rajasthan,North,2019-01-21,Retail
CUST00542,Ridhi Bhasin,Female,61,Surat,Gujarat,West,2022-09-15,Premium
CUST00543,Widisha Babu,Female,60,Kochi,Kerala,South,2019-01-15,Retail
CUST00544,Abeer Badal,Male,30,Guwahati,Assam,East,2022-03-05,Retail
CUST00545,Mekhala Badal,Female,65,Patna,Bihar,East,2022-01-05,Retail
CUST00546,Hemal Chhabra,Female,63,Indore,Madhya Pradesh,Central,2024-07-04,Premium
CUST00547,Jai Handa,Male,26,Raipur,Chhattisgarh,Central,2022-09-19,Retail
CUST00548,Raagini Loke,Female,57,Ahmedabad,Gujarat,West,2023-10-08,Retail
CUST00549,Rachit Ravi,Male,55,Bhopal,Madhya Pradesh,Central,2021-10-02,Retail
CUST00550,Jeevika Mital,Female,49,Nagpur,Maharashtra,West,2023-02-07,Retail
CUST00551,Amol Chander,Male,52,Bhopal,Madhya Pradesh,Central,2021-06-06,Retail
CUST00552,Vyanjana Bhalla,Female,50,Pune,Maharashtra,West,2022-10-27,Retail
CUST00553,Chakrika Tata,Female,57,Bhubaneswar,Odisha,East,2024-01-27,Retail
CUST00554,Charvi Wable,Female,22,Chennai,Tamil Nadu,South,2024-07-06,Retail
CUST00555,Hitesh Soman,Male,58,Lucknow,Uttar Pradesh,North,2020-08-16,Retail
CUST00556,Meera Bali,Female,65,Kochi,Kerala,South,2020-01-28,Retail
CUST00557,Abhiram Johal,Male,51,Ahmedabad,Gujarat,West,2022-07-10,Retail
CUST00558,Brinda Mistry,Female,29,Jaipur,Rajasthan,North,2019-12-22,Premium
CUST00559,Saumya Zachariah,Female,45,Kochi,Kerala,South,2020-12-27,Retail
CUST00560,Chaaya Tella,Female,26,Kolkata,West Bengal,East,2023-06-22,Retail
CUST00561,Avi Chaudhari,Male,28,Kochi,Kerala,South,2021-08-15,Retail
CUST00562,Panini Ranganathan,Female,29,Nagpur,Maharashtra,West,2024-10-23,Premium
CUST00563,Alexander Mahajan,Male,22,Mumbai,Maharashtra,West,2023-09-13,Corporate
CUST00564,Xalak Kari,Female,48,Indore,Madhya Pradesh,Central,2021-02-18,Retail
CUST00565,Tarak Grewal,Male,50,Chandigarh,Punjab,North,2023-01-29,Retail
CUST00566,Chaman Merchant,Female,28,Lucknow,Uttar Pradesh,North,2023-10-15,Retail
CUST00567,Chakrika Loyal,Female,22,Raipur,Chhattisgarh,Central,2019-12-04,Retail
CUST00568,Robert Nadig,Male,59,Surat,Gujarat,West,2021-03-01,Retail
CUST00569,Aarnav Morar,Male,23,Chandigarh,Punjab,North,2021-09-01,Retail
CUST00570,Charan Deo,Male,34,Indore,Madhya Pradesh,Central,2019-07-11,Premium
CUST00571,Udarsh Vala,Male,53,Delhi,Delhi,North,2021-06-13,Corporate
CUST00572,Chaitanya Pandya,Male,41,Bhopal,Madhya Pradesh,Central,2022-04-29,Retail
CUST00573,Sanya Arora,Female,40,Chandigarh,Punjab,North,2020-10-01,Premium
CUST00574,Brijesh Kibe,Male,40,Patna,Bihar,East,2022-06-07,Retail
CUST00575,Ranveer Gara,Male,56,Patna,Bihar,East,2019-11-01,Retail
CUST00576,Lipika Tailor,Female,54,Kolkata,West Bengal,East,2019-11-16,Retail
CUST00577,Urishilla Majumdar,Female,30,Patna,Bihar,East,2021-07-11,Retail
CUST00578,Balvan Patel,Male,51,Indore,Madhya Pradesh,Central,2020-07-05,Retail
CUST00579,Yug Hayre,Male,30,Chennai,Tamil Nadu,South,2021-09-30,Premium
CUST00580,Max Ahuja,Male,47,Indore,Madhya Pradesh,Central,2024-09-09,Corporate
CUST00581,Ranveer Narayan,Male,36,Kolkata,West Bengal,East,2021-08-22,Retail
CUST00582,Ekanta Mital,Female,49,Ahmedabad,Gujarat,West,2020-12-03,Premium
CUST00583,Wriddhish Murthy,Male,33,Indore,Madhya Pradesh,Central,2020-01-25,Retail
CUST00584,Odika Manne,Female,59,Raipur,Chhattisgarh,Central,2023-05-30,Retail
CUST00585,Jairaj Nanda,Male,58,Lucknow,Uttar Pradesh,North,2021-04-03,Premium
CUST00586,Qabil Comar,Male,34,Guwahati,Assam,East,2024-08-04,Premium
CUST00587,Hemangini Bala,Female,21,Chennai,Tamil Nadu,South,2024-09-19,Retail
CUST00588,Henry Sarma,Male,51,Surat,Gujarat,West,2023-10-14,Premium
CUST00589,Samarth Tata,Male,36,Kolkata,West Bengal,East,2019-11-01,Retail
CUST00590,Kavya Krishnan,Female,50,Kolkata,West Bengal,East,2022-12-14,Retail
CUST00591,Saanvi Borah,Female,37,Chennai,Tamil Nadu,South,2021-09-10,Retail
CUST00592,Suhani Warrior,Female,27,Bhubaneswar,Odisha,East,2022-01-14,Premium
CUST00593,Anita Parsa,Female,34,Hyderabad,Telangana,South,2023-03-18,Retail
CUST00594,Darika Kothari,Female,57,Pune,Maharashtra,West,2022-12-11,Premium
CUST00595,Fiyaz Basu,Male,37,Mumbai,Maharashtra,West,2022-05-19,Retail
CUST00596,Oni Sani,Female,30,Chennai,Tamil Nadu,South,2019-08-21,Retail
CUST00597,Kai Kapadia,Male,57,Kolkata,West Bengal,East,2022-01-23,Premium
CUST00598,Vansha Prasad,Female,62,Indore,Madhya Pradesh,Central,2021-05-06,Corporate
CUST00599,Pooja Bakshi,Female,52,Bengaluru,Karnataka,South,2021-11-23,Corporate
CUST00600,Triya Chada,Female,31,Bhubaneswar,Odisha,East,2019-09-12,Premium
CUST00601,Priya Muni,Female,29,Jaipur,Rajasthan,North,2021-01-21,Premium
CUST00602,Yoshita Subramanian,Female,55,Jaipur,Rajasthan,North,2021-02-02,Corporate
CUST00603,Theodore Sethi,Male,23,Nagpur,Maharashtra,West,2020-11-29,Premium
CUST00604,Anthony Contractor,Male,21,Pune,Maharashtra,West,2019-02-19,Retail
CUST00605,Chatura Gala,Male,30,Ahmedabad,Gujarat,West,2024-07-30,Retail
CUST00606,Yauvani Ghosh,Female,24,Kochi,Kerala,South,2022-04-24,Retail
CUST00607,Unni Shere,Female,22,Guwahati,Assam,East,2020-05-22,Retail
